,webUrl,website,features,review_Tags,cuisines,meal_Types,dishes,address,description,email,name,menuWebUrl,numberOfReviews,priceLevel,priceRange,rankingString,rankingDenominator,rating,rawRanking,image,owner_image_url
1451,https://www.tripadvisor.com/Restaurant_Review-g3695531-d12447359-Reviews-Foititis-Neo_Psychiko_Filothei_Psychiko_Attica.html,http://certs-it.com/listing/retro-fititis-03000104-2,"Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Accepts Credit Cards, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","fresh fish, helpful staff, fish restaurant, tavern, neo, athens, dishes, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Seafood, Mediterranean, Greek, Vegetarian Friendly, Vegan Options, nan, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","Fish, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Themistokleous 72-74 Kosti Palama 28, Neo Psychiko, Filothei-Psychiko 15451 Greece",,youswimming@gmail.com,Foititis,https://qr.menu.epaphydigital.gr/foititis/,92,$,$15,#1 of 45 places to eat in Neo Psychiko,38.0,4.5,3.818281412124634,https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/6e/0d/fe/caption.jpg,"nan, nan, nan"
1452,https://www.tripadvisor.com/Restaurant_Review-g189400-d6594286-Reviews-Taverna_Elia-Athens_Attica.html,http://www.tavernaelia.gr,"Takeout, Seating, Street Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Discover, Reservations, Outdoor Seating, Accepts Credit Cards, Table Service, Highchairs Available, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","greek salad, watermelon, fried eggplant, chocolate cake, sea bass, divani caravel, honest food, athens visit, hilton hotel, house wine, large portions, lovely atmosphere, take away, wonderful food, trees, platter, neighborhood, euro, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, Greek, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan, nan, nan","Dinner, nan, nan, nan, nan, nan","Moussaka, Souvlaki, Salad, Risotto, Meatballs, Octopus, Lamb, Fish, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Antinoros 42, Athens 161 21 Greece","The traditional tavern 'Elia' is located in the center of Athens, near 'Evangelismos' metro station, behind 'Caravel' and 'Hilton Hotel'. You will enjoy Greek cusine,fresh fish,traditional dishes and tasteful wines. All these compose an immaculate menu that you will be able to relish outstaring the breathtaking enviroment, while listening to music!",info@tavernaelia.gr,Taverna Elia,https://www.tavernaelia.gr/menu/,186,$$ - $$$,$10 - $30,"#415 of 3,608 places to eat in Athens",2952.0,4.0,3.822373390197754,https://media-cdn.tripadvisor.com/media/photo-o/05/d1/53/02/taverna-elia.jpg,"nan, nan, nan"
1453,https://www.tripadvisor.com/Restaurant_Review-g189400-d5568691-Reviews-Cross_Restaurant-Athens_Attica.html,http://www.facebook.com/restaurantcross,"Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, European, Greek, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan, nan","Lunch, Dinner, Breakfast, nan, nan, nan","Pasta, Salad, Beef, Pesto, Pork, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Vasileos Alexandrou 5-7, Athens 115 28 Greece",,cross.restaurant@gmail.com,Cross Restaurant,,109,$$ - $$$,,"#414 of 3,608 places to eat in Athens",2952.0,4.5,3.823426961898804,https://media-cdn.tripadvisor.com/media/photo-o/05/1f/f3/4d/cross.jpg,"nan, nan, nan"
1455,https://www.tripadvisor.com/Restaurant_Review-g189400-d1436755-Reviews-Estia_Cafe_Restaurant-Athens_Attica.html,http://www.plakaestia.gr,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","lamb, greek salad, baklava, pastitsio, calamari, pita bread, gyros, clay pot, plaka area, outside seating, house wine, tasty food, greece, square, euros, acropolis, tourists, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, Greek, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan, nan, nan","Lunch, Dinner, Brunch, Late Night, nan, nan","Pasta, Gyros, Halloumi, Burger, Moussaka, Souvlaki, Salad, Calamari, Lamb chops, Meatballs, Eggplant, Hummus, Salmon, Octopus, Lamb, Pesto, Cakes, Fish, Pork, nan, nan, nan, nan, nan","Kidathineon 35 Plaka, Athens 105 58 Greece",,,Estia Cafe Restaurant,,962,$$ - $$$,,"#416 of 3,608 places to eat in Athens",2952.0,4.0,3.821841239929199,https://media-cdn.tripadvisor.com/media/photo-o/0e/36/49/ff/photo1jpg.jpg,"nan, nan, nan"
1456,https://www.tripadvisor.com/Restaurant_Review-g189400-d1066684-Reviews-Eat_at_Milton_s-Athens_Attica.html,http://www.eatatmiltons.gr/main.html,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","shrimp ravioli, pavlova, duck, moussaka, wine list, milsoms, maitre, tourist, desert, heart, greece, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Contemporary, Mediterranean, European, Greek, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan","Lunch, Dinner, Brunch, Late Night, Drinks, nan","Pasta, Lobster, Moussaka, Shrimp, Salad, Calamari, Risotto, Cod, Salmon, Tuna, Octopus, Bass, Beef, Duck, Torte, Lamb, Ragu, Pesto, Cakes, Fish, nan, nan, nan, nan","Adrianou 91 Plaka, Athens Greece",,company@eatatmiltons.gr,Eat at Milton's,,860,$$$$,,"#405 of 3,608 places to eat in Athens",2952.0,4.0,3.834710121154785,https://media-cdn.tripadvisor.com/media/photo-o/08/c1/b0/a5/greek-salad.jpg,"nan, nan, nan"
1457,https://www.tripadvisor.com/Restaurant_Review-g189400-d9716309-Reviews-Feedel_Urban_Gastronomy-Athens_Attica.html,https://www.facebook.com/feedelurbangastronomy,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","beef cheeks, beetroot salad, potatoes, nice cocktails, wine list, delicious food, dishes, leonidas, twist, ermou, pairing, mouth, euro, tavern, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, Greek, European, Healthy, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan","Lunch, Dinner, Drinks, nan, nan, nan","Pasta, Cheesecake, Dumplings, Tapas, Salad, Beef Cheeks, Scallops, Octopus, Beef, Pesto, Pork, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","1 Ktena, Athens 105 63 Greece","Feedel urban gastronomy – a tasty twist on modern Greek fare. This is a ‘hidden treasure’ in all senses of the word. High quality Greek ingredients, yummy small plates for sharing and an impressive wine list – with a sommelier on staff for those who want a special experience. This is a sophisticated taverna, with an urban edge. Relaxed, hip vibe, a cool & cozy space, great service, outdoor seating – reservations recommended! You can even grab a spot at the bar.",feedel@momentumgroup.gr,Feedel Urban Gastronomy,https://www.facebook.com/pg/feedelurbangastronomy/menu/?p_ref=pa,801,$$ - $$$,$7 - $36,"#407 of 3,608 places to eat in Athens",2952.0,4.0,3.8304543495178223,https://media-cdn.tripadvisor.com/media/photo-o/0a/06/f0/9f/our-venue.jpg,"nan, nan, nan"
1458,https://www.tripadvisor.com/Restaurant_Review-g189400-d4437944-Reviews-To_Triantafyllo_tis_Nostimias-Athens_Attica.html,https://www.facebook.com/%CE%A4%CE%BF-%CF%84%CF%81%CE%B9%CE%B1%CE%BD%CF%84%CE%B1%CF%86%CF%85%CE%BB%CE%BB%CE%BF-%CF%84%CE%B7%CF%82-%CE%BD%CE%BF%CF%83%CF%84%CE%B9%CE%BC%CE%B9%CE%B1%CF%82-301349736670442/,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","fresh fish, greek salad, greece, euros, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Seafood, Mediterranean, Greek, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","Salad, Fish, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Lekka 22, Athens 15262 Greece",,totriantafyllo@gmail.com,To Triantafyllo tis Nostimias,,119,$,,"#413 of 3,608 places to eat in Athens",2952.0,4.5,3.823568105697632,https://media-cdn.tripadvisor.com/media/photo-o/0d/58/87/a3/photo0jpg.jpg,"nan, nan, nan"
1459,https://www.tripadvisor.com/Restaurant_Review-g189400-d14102246-Reviews-Peas-Athens_Attica.html,http://www.peas.gr,"Takeout, Seating, Accepts Credit Cards, Delivery, Outdoor Seating, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","seitan, burger, salad, fries, the food was absolutely delicious, friendly service, vegan, wrap, pita, jackfruit, takeaway, dishes, meat, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, Healthy, Greek, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan, nan","Lunch, Dinner, Breakfast, Brunch, nan, nan","Burger, Salad, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","40 Falirou St, Athens 11742 Greece","An all-vegan eatery and take away that operates under the motto ""Give Peas a Chance"". Serves a range of wraps, burgers, warm food, salads, cakes, desserts all made from scratch in-house. Raw, gluten and sugar free options and allium-free diet available, as well as fresh juices, smoothies, soft drinks and organic fair trade coffee. Located in the vibrant neighbourhood of Koukaki, an 8 minute walk from Acropolis Museum and 1 minute walk from Syggrou-Fix metro stop. Open Mon-Sun 12:00pm-11:00pm.",info@peas.gr,Peas,http://peas.gr/en/menu-list-2/,66,$,$3 - $8,"#410 of 3,608 places to eat in Athens",2952.0,5.0,3.8263227939605713,https://media-cdn.tripadvisor.com/media/photo-o/12/f6/2f/89/getlstd-property-photo.jpg,"nan, nan, nan"
1460,https://www.tripadvisor.com/Restaurant_Review-g189400-d13563923-Reviews-Spitjack-Athens_Attica.html,http://www.spitjack.gr,"Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, Wine and Beer, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","duck, porchetta, coleslaw salad, short ribs, potatoes, cooked perfectly, food was great, meats, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Barbecue, Contemporary, Diner, European, nan, nan, nan, nan, nan, nan, nan","Lunch, Dinner, Drinks, nan, nan, nan","Salad, Porchetta, Duck, Pork, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Skoufou 10, Athens 10557 Greece","Contemporary Rotisserie in the heart of Athens. Amazing ambiance, delicious food. The space has a west village vibe, very quaint, cozy and low key. Make sure you try all the meats on the menu aka Chicken, Duck ,Pork ,Beef with their respective sauces and sides. Wine selection of greek vineyards is excellent. Also a dessert to remember. If you find yourselves checking out the Athenian Restaurant scene make sure you give this spot a chance. You won’t regret it!",,Spitjack,https://spitjack.gr/spit-jack-menu/,163,$$ - $$$,$25 - $50,"#408 of 3,608 places to eat in Athens",2952.0,4.5,3.829743623733521,https://media-cdn.tripadvisor.com/media/photo-o/12/30/48/36/spitjack.jpg,"nan, nan, nan"
1461,https://www.tripadvisor.com/Restaurant_Review-g189400-d22894446-Reviews-Nudie_Foodie_Psiri_Only_Gluten_free-Athens_Attica.html,,"Reservations, Table Service, Delivery, Takeout, Seating, Wine and Beer, Accepts Credit Cards, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","brunch, cheesecake, french toast, poached eggs, spanakopita, great food, gf, coeliac, syrup, burnt, flavor, greece, dishes, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Healthy, Pizza, International, Fusion, Vegetarian Friendly, Vegan Options, nan, nan, nan, nan, nan","Breakfast, Lunch, Brunch, nan, nan, nan","Waffles & Crepes, Waffles, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Aeshylou Psiri, Athens Greece","A healthy little restaurant, is the only dedicated gluten free in the heart of Athens Greece, are vegetarian and vegan that's serves breakfast, brunch, smoothies, pizza, cakes, burger, coffee etc. Waiting for you",nudiefoodiepsiri@yahoo.com,Nudie Foodie Psiri - Only Gluten free,,38,$$ - $$$,$8 - $18,"#412 of 3,608 places to eat in Athens",2952.0,5.0,3.8249399662017822,https://media-cdn.tripadvisor.com/media/photo-m/1280/24/db/b8/59/super-vitalizing-bowl.jpg,"nan, nan, nan"
1462,https://www.tripadvisor.com/Restaurant_Review-g189400-d25136125-Reviews-Bairaktaris-Athens_Attica.html,https://www.bairaktaris.gr/,"Takeout, Seating, Serves Alcohol, Table Service, Outdoor Seating, Wine and Beer, Accepts Credit Cards, Non-smoking restaurants, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","great food, service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, Greek, Steakhouse, Barbecue, Grill, Street Food, nan, nan, nan, nan, nan","Lunch, Dinner, Breakfast, Late Night, Drinks, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Ermou 2, Athens 105 57 Greece","Classic Bairaktaris fare in a modern setting, in the heart of Syntagma Square.
Delicious gyros wraps, original recipe kebabs, grilled meats & salads as well as new vegan options like house made falafel and hummus.
Comfortable indoor and outdoor seating areas.",info@bairaktaris.com.gr,Bairaktaris,https://drive.google.com/file/d/1Gj_8s1bbxDAs2r4fSVyLMqGfLa6enCR-/view?usp=share_link,32,$$ - $$$,$3 - $15,"#411 of 3,608 places to eat in Athens",2952.0,5.0,3.826155424118042,https://media-cdn.tripadvisor.com/media/photo-m/1280/28/6c/61/a5/kebab.jpg,"nan, nan, nan"
1463,https://www.tripadvisor.com/Restaurant_Review-g562633-d8527224-Reviews-Kebabtzidikon_to_Gnision-Voula_East_Attica_Region_Attica.html,http://www.kebaptognision.gr/,"Delivery, Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","amazing food, house wine, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, Barbecue, European, Greek, Middle Eastern, nan, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","Souvlaki, Salad, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","82 Leoforos Vassileos Pavlou Voulas Square, Voula 166 73 Greece",,info@kebaptognision.gr,Kebabtzidikon to Gnision,http://www.kebaptognision.gr/el/menu-el.html,219,$,,#1 of 51 places to eat in Voula,44.0,4.5,3.8318703174591056,https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/43/9b/3f/caption.jpg,"nan, nan, nan"
1464,https://www.tripadvisor.com/Restaurant_Review-g189400-d2524102-Reviews-Piazza_Duomo-Athens_Attica.html,http://www.facebook.com/Piazza-Duomo-160138890841237,"Takeout, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Reservations, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","pizza, salad, chicken, nice atmosphere, freddo, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Italian, Mediterranean, European, Greek, Vegetarian Friendly, Vegan Options, nan, nan, nan, nan, nan","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks","Pasta, Frozen Yogurt, Moussaka, Shrimp, Souvlaki, Salad, Salmon, Pesto, Pork, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mitropoleos 52 - Mitropoleos Square Syntagma, Athens 10563 Greece",Stylish local favourite,,Piazza Duomo,,649,$$ - $$$,$1 - $25,"#404 of 3,608 places to eat in Athens",2952.0,4.0,3.8356425762176514,https://media-cdn.tripadvisor.com/media/photo-o/0a/75/03/88/brownie-au-chocolat-et.jpg,"nan, nan, nan"
1465,https://www.tripadvisor.com/Restaurant_Review-g189400-d2340576-Reviews-Kotili-Athens_Attica.html,http://www.facebook.com/pages/KOTILI/312493745434795,"Highchairs Available, Reservations, Outdoor Seating, Seating, Serves Alcohol, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Live Music, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","seafood, greek salad, octopus, baklava, souvlaki, music and dancing, great atmosphere, our waiter, nice food, waiters, andreas, ouzo, monastiraki, platter, greece, feta, greeks, heart, honey, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, Greek, Vegetarian Friendly, Vegan Options, nan, nan, nan, nan, nan, nan, nan","Lunch, Dinner, Late Night, nan, nan, nan","Pasta, Gyros, Moussaka, Shrimp, Souvlaki, Salad, Calamari, Mussels, Meatballs, Eggplant, Gelato, Octopus, Fried Anchovies, Seafood Platters, Lamb, Pesto, Fish, Pork, nan, nan, nan, nan, nan, nan","41-45 Adrianou Str Plaka, Athens Greece","Located in Andrianou str., one of the most popular streets in Monastiraki area, Kotili café – restaurant, offers its clients a special dining experience. Just a few minutes away from “Monastiraki” and “Akropolis” metro stations, this unique and beautiful café restaurant will grand you moments of serenity in its beautiful coutyard, where you can enjoy your meal, coffee or drink. The chef’s suggestions such as: Feta Kotyli, Tenderloin Kotyli, the Fisherman's Platter and the variety of the appetizers are really delecious! You will be impressed by the wide variety of the salted preserves, the fresh salads, the handmade sweets with the Banofi as a star. The program with the line Greek musics starts daily at 19:00 pm and the weekends from 13:30 pm The name of the restaurant Kotili is directly connected with Ancient Greece. It was kind of measure and a type of glass. Kotili was also used during religious ceremonies as a sacrificial vessel used by the priest for libations of wine . The friendly and quick service of the restaurant will amaze you! Soon Kotili will be your hot-spot! Have a good time! Visit Kotili café restaurant and you’ll have a special dining experience!",info@kotili.gr,Kotili,,1238,$$ - $$$,$13 - $20,"#398 of 3,608 places to eat in Athens",2952.0,4.0,3.846657276153565,https://media-cdn.tripadvisor.com/media/photo-o/0e/c5/83/44/large-platter.jpg,"nan, nan, nan"
1466,https://www.tripadvisor.com/Restaurant_Review-g189400-d1551042-Reviews-Regal_Cooking_Bar-Athens_Attica.html,https://instagram.com/regalcookingbar?utm_medium=copy_link,"Takeout, Serves Alcohol, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Accepts Credit Cards, Table Service, Full Bar, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","brunch, greek salad, souvlaki, acropolis museum, gods restaurant, great food and great service, prices are very reasonable, beer, greece, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","European, Contemporary, Vegetarian Friendly, Gluten Free Options, nan, nan, nan, nan, nan, nan, nan","Breakfast, Lunch, Dinner, Brunch, nan, nan","Burger, Salad, Pancakes, Crepes, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Makrigianni 29, Athens 117 42 Greece","All Day Cafe Bar located in front of the new museum of Akropolis, 50 m from the Metro station. It is open from 8.00Am for breakfast and coffee till late in the night. Friendly environment, nice atmosphere & service, delicious plates and a great cocktail list based mostly on Greek distillates!!!",regalbar29@gmail.com,Regal Cooking Bar,https://catalogue.gr/regalbar/,248,$$ - $$$,$3 - $12,"#396 of 3,608 places to eat in Athens",2952.0,4.0,3.84899640083313,https://media-cdn.tripadvisor.com/media/photo-o/08/20/7b/2c/regal-cafe-bar.jpg,"nan, nan, nan"
1467,https://www.tripadvisor.com/Restaurant_Review-g1772175-d7693333-Reviews-Ta_Achladia-Egaleo_Attica.html,http://www.taaxladia.gr,"Takeout, Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Parking Available, Street Parking, Serves Alcohol, Full Bar, Wine and Beer, Accepts Credit Cards, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","cretan food, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, Greek, Vegetarian Friendly, nan, nan, nan, nan, nan, nan, nan, nan","Dinner, Drinks, Lunch, nan, nan, nan","Ice Cream, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Konstantinoupoleos Kerasountos 26, Egaleo 122 42 Greece",,rakadikotaaxladia@gmail.com,Ta Achladia,http://www.taaxladia.gr#show-menu,107,$$ - $$$,$17 - $25,#3 of 94 places to eat in Egaleo,68.0,4.5,3.837357997894287,https://media-cdn.tripadvisor.com/media/photo-s/07/fc/17/ef/caption.jpg,"nan, nan, nan"
1468,https://www.tripadvisor.com/Restaurant_Review-g189400-d3773993-Reviews-A_for_Athens-Athens_Attica.html,http://aforathens.com,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Free Wifi, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","great atmosphere friendly staff, rooftop restaurant, limited menu, acropolis, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Bar, Greek, European, Vegan Options, nan, nan, nan, nan, nan, nan, nan","Breakfast, Dinner, Brunch, Lunch, Late Night, Drinks","Juice & Smoothies, Salad, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Miaouli 2 Monastiraki square, Athens 105 54 Greece",,info@aforathens.com,A for Athens,,383,$$ - $$$,,"#400 of 3,608 places to eat in Athens",2952.0,4.0,3.84015703201294,https://media-cdn.tripadvisor.com/media/photo-o/08/c9/24/28/a-for-athens-breakfast.jpg,"nan, nan, nan"
1469,https://www.tripadvisor.com/Restaurant_Review-g189400-d9458162-Reviews-Kalyvas-Athens_Attica.html,http://www.facebook.com/pages/%CE%A8%CE%B7%CF%84%CE%BF%CF%80%CF%89%CE%BB%CE%B5%CE%B9%CE%BF-%CE%9F-%CE%9A%CE%91%CE%9B%CE%A5%CE%92%CE%91%CE%A3/284941101533566,"Delivery, Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","gyro, stuffed pork, liver, great souvlaki, ate here, koukaki, meats, greece, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Greek, Mediterranean, Barbecue, Vegetarian Friendly, nan, nan, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","Gyros, Souvlaki, Salad, Pork, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Olymbiou 10, Athens 11741 Greece",,,Kalyvas,,161,$,,"#402 of 3,608 places to eat in Athens",2952.0,4.5,3.837907075881958,https://media-cdn.tripadvisor.com/media/photo-o/0b/6f/c9/2c/kalyvas.jpg,"nan, nan, nan"
1470,https://www.tripadvisor.com/Restaurant_Review-g189400-d3135266-Reviews-Cave_of_Acropolis-Athens_Attica.html,http://www.spilia-akropolis.gr/,"Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Live Music, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","greek salad, lamb kleftiko, baklava, cold beer, house wine, acropolis, greece, tourist, feta, honey, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","European, Greek, Grill, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan, nan","Lunch, Dinner, Brunch, Late Night, Drinks, nan","Pasta, Moussaka, Souvlaki, Salad, Lamb chops, Meatballs, Eggplant, Octopus, Bass, Beef, Lamb, Pesto, Fish, Pork, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Thrasillou 24 St Plaka, Athens 10558 Greece","which is located in the Plaka area, below the sacred rock of Acropolis, is one of the best destinations for dining in the city of Athens. With over 45 years of experience, a very traditional kitchen, natural beauty in the surrounding area called the ""District of the Gods"" and with a fasinating view, we are sure to impress you!",info@spilia-akropolis.gr,Cave of Acropolis,http://spilia-akropolis.gr/,958,$$ - $$$,$14 - $20,"#399 of 3,608 places to eat in Athens",2952.0,4.0,3.841005563735962,https://media-cdn.tripadvisor.com/media/photo-o/0e/92/51/30/magnificent-view.jpg,"nan, nan, nan"
