,webUrl,website,amenities,roomTips,review_Tags,address,description,email,name,numberOfReviews,priceLevel,priceRange,rankingString,rankingDenominator,rating,rawRanking,image
733,https://www.tripadvisor.com/Hotel_Review-g189400-d658523-Reviews-Hotel_Phaedra-Athens_Attica.html,http://www.hotelphaedra.com/,"Internet, Free Internet, Wifi, Free Wifi, Non-smoking rooms, Air conditioning, Multilingual Staff, Non-smoking hotel, Rooftop Terrace, Private Balcony, Baggage Storage, 24-Hour Check-in, English, 24-Hour Front Desk, Greek, Public Wifi, Bath / Shower, Express Check-in / Check-out, Desk, Complimentary Toiletries, French, Italian, Sun Terrace, Telephone, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","The lift is helpful if you have luggage, and there is a safe storage area if you need stuff stored.
Byron & Dawn, Sydney, Brilliant location and amazing roof terrae
24/hour reception, great, Ask for a balcony with Acropolis view., Try to get 3rd floor or higher with balcony.","great location, rooftop terrace, acropolis metro station, double room, souvenir shops, small balcony, acropolis view, street, elevator, greece, sites, museum, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Cherefontos 16 & Adrianou Street, Athens 105 58 Greece","Finding an ideal budget friendly hotel in Athens does not have to be difficult. Welcome to Hotel Phaedra, a nice option for travelers like you.
The rooms offer air conditioning and a desk, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.
Hotel Phaedra features a 24 hour front desk, a rooftop terrace, and baggage storage.
While staying at Hotel Phaedra, visitors can check out Herod Atticus Odeon (0.2 mi) and Monastiraki (0.4 mi), some of Athens' top attractions.
If you’re looking for a barbeque restaurant, consider a visit to To Paradosiako, Myrtia, or Prigkipas, which are all conveniently located a short distance from Hotel Phaedra.
During your visit, be sure to check out popular attractions like Acropolis (0.2 mi), Acropolis Museum (0.2 mi), and Plaka (0.3 mi), which are all within walking distance of the hotel.
Hotel Phaedra puts the best of Athens at your fingertips, making your stay both relaxing and enjoyable.
",info@hotelphaedra.com,Hotel Phaedra,414,$,$52 - $86,#117 of 396 hotels in Athens,396.0,4.0,3.743617534637451,https://media-cdn.tripadvisor.com/media/photo-o/0d/79/e2/33/img-20161029-183743-largejpg.jpg
735,https://www.tripadvisor.com/Hotel_Review-g189400-d21511067-Reviews-Mirame_Athens_Boutique_Hotel_House_Of_Gastronomy-Athens_Attica.html,,"Restaurant, Free Wifi, Safe, Housekeeping, Bar/Lounge, Dry Cleaning, Non-smoking rooms, Air conditioning, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Book the suite (room 202) if you can afford it and it’s available , Stay here!, If possible and your sensitive to noise avoid rooms 101/102. Choose a room at the back or second floor... Ask rooms are lovely, it's just the street noise, Ask for a room with a balcony to look out onto the street., Definitely a dinner at the hotel is a must, this is truly gourmet greek cuisine.  Area behind hotel is safe and open all night.","rainfall shower, ancient sites, molton brown amenities, sight seeing, rooftop restaurant, family room, double bed, monastiraki square, great hotel, loft, eleni, housekeeping, dryer, refrigerator, balcony, street, elevator, acropolis, accommodations, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Ermou 118, Athens 10554 Greece",,,Mirame Athens Boutique Hotel-House Of Gastronomy,56,$$,$94 - $163,#78 of 396 hotels in Athens,396.0,5.0,4.093676567077637,https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/29/8f/f0/caption.jpg
736,https://www.tripadvisor.com/Hotel_Review-g189400-d12293779-Reviews-Athens_Lodge-Athens_Attica.html,http://www.athenslodge.com/,"Internet, Suites, Room service, Free Internet, Bar/Lounge, Wifi, Free Wifi, Non-smoking rooms, Fitness center, Air conditioning, Multilingual Staff, Smoking rooms available, Refrigerator in room, Safe, Flatscreen TV, Breakfast Buffet, Breakfast Available, Facilities for Disabled Guests, Housekeeping, Baggage Storage, Bath / Shower, Bathrobes, English, Complimentary Toiletries, Kids Activities, Airport transportation, Breakfast included, Meeting rooms, Laundry Service, Concierge, Microwave, Non-smoking hotel, Rooftop Terrace, Blackout Curtains, Bottled Water, Breakfast in the Room, Car Hire, Coffee / Tea Maker, Couples Massage, Facial Treatments, First Aid Kit, Foot Bath, Foot Massage, Complimentary Instant Cofffee, Full Body Massage, Greek, Hair Dryer, Hand Massage, Head Massage, Iron, Kids' Meals, Landmark View, Makeup Services, Manicure, Massage, Massage Chair, Neck Massage, Outdoor Furniture, Pedicure, Private Bathrooms, Private Check-in / Check-out, Paid Private Parking Nearby, Salon, Seating Area, Shared Lounge / TV Area, Sofa, Sofa Bed, Soundproof Rooms, Taxi Service, Telephone, Wake Up Service / Alarm Clock, Wardrobe / Closet, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","No in room safe. Definitely take advantage of the breakfast., Book early! For early to bed sleepers, realize what your hearing is the sounds of friendly laughter and people enjoying themselves., We really don't recommend to hire a car in Athens, everything can be reached just by walking or using the train metro. The streets are very hard to manage. , If possible choose a room at the back for a quieter stay, Breakfast is low quality. Area around the hotel is gritty - vibrant, but with lots of graffiti and run down buildings.","boutique hotel, local transport, great location, fabulous stay, family room, walking distance, nice size, rooms are spacious, highly recommend this hotel, main attractions, a great place to stay, side street, central location, shower, view, acropolis, greek, neighborhood, greece, rooftop, strike, sites, nan, nan, nan, nan, nan, nan, nan, nan","19, Karaiskaki St., Athens 10554 Greece","Finding an ideal romantic boutique hotel in Athens does not have to be difficult. 
Welcome to Athens Lodge Boutique Hotel, a nice option for travelers like you.
We are located in the heart of the city of Athens, in the traditional area of Psirri where you could reach us out of the Monastiraki Metro Station(0.1 mi) and you will be able to enjoy within a walking distance of all the important Athens attractions.
You could choose between different room choices between our Premium Room, our Superior Room with Partial View Of Acropolis, if you traveling with your family, our Executive Family room is ideal and if you are looking for a Romantic room with a Breathtaking Acropolis View & Veranda then our Deluxe room is the best option.
 All of our rooms offer air conditioning, a minibar, and a sofa, and Athens Lodge Boutique Hotel makes getting online easy as free wifi is available.

We are looking forward to welcoming you!",reservations@athenslodge.com,Athens Lodge,197,$$,$95 - $145,#10 of 199 B&Bs / Inns in Athens,199.0,4.5,4.302423477172852,https://media-cdn.tripadvisor.com/media/photo-m/1280/28/5a/98/9e/athens-lodge.jpg
739,https://www.tripadvisor.com/Hotel_Review-g189400-d20142549-Reviews-Heritage_Hill_Hotel-Athens_Attica.html,http://hhhotel.gr/,"Internet, Suites, Free Internet, Wifi, Free Wifi, Breakfast included, Blackout Curtains, Room service, Wheelchair access, Restaurant, Bar/Lounge, Pets Allowed, Airport transportation, Meeting rooms, Non-smoking rooms, Business center, Fitness center, Laundry Service, Concierge, Air conditioning, Family Rooms, Safe, Flatscreen TV, Private Balcony, Facilities for Disabled Guests, Housekeeping, Bath / Shower, Cable / Satellite TV, Car Hire, Express Check-in / Check-out, Clothes Rack, Coffee / Tea Maker, Desk, English, Complimentary Toiletries, 24-Hour Front Desk, Greek, Hair Dryer, Interconnected room(s) available, Landmark View, Outdoor Furniture, Private Bathrooms, Paid Public Parking Nearby, Telephone, Wake Up Service / Alarm Clock, Wardrobe / Closet, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","It's on a busy street but don't let that deter you, just a mile walk or so up and you're at the entrance  to Acropolis walkway with shops, restaurants, access to bus tours, Quality Breakfast Acropolis best, Just chill and enjoy, be nice, and ask if you have a question. These are nice helpful folks. If you're of the arrogant in-crowd, you will not find Chanel on your doorstep.   , higher floors with city view, nan","hermes amenities, very comfortable stay, modern rooms, enjoyed our stay, walking distance, eva, housekeeper, gym, lobby, acropolis, luggage, museum, street, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Leoforos Andrea Siggrou 61, Athens 11745 Greece",Heritage Hill Hotel offers a unique experience of accommodation in the center of Athens.,info@hhhotel.gr,Heritage Hill Hotel,58,$$,$98 - $184,#125 of 396 hotels in Athens,396.0,4.5,3.705875396728516,https://media-cdn.tripadvisor.com/media/photo-o/1b/07/d6/6e/heritage-hill-hotel.jpg
740,https://www.tripadvisor.com/Hotel_Review-g189400-d3577606-Reviews-Sweet_Home_Hotel-Athens_Attica.html,http://www.sweethomehotel.gr,"Internet, Free Internet, Wifi, Free Wifi, Non-smoking rooms, Breakfast included, Concierge, Air conditioning, Multilingual Staff, Refrigerator in room, Minibar, Non-smoking hotel, Safe, Flatscreen TV, Breakfast Buffet, Housekeeping, Baggage Storage, Complimentary Tea, English, Complimentary Instant Cofffee, Complimentary Toiletries, 24-Hour Front Desk, Greek, Hair Dryer, Special Diet Menus, Taxi Service, Telephone, Wake Up Service / Alarm Clock, Public Wifi, Private Balcony, Parking, Car Hire, Couples Massage, Electric Kettle, Foot Massage, French, Full Body Massage, Hand Massage, Head Massage, Highchairs Available, Interconnected room(s) available, Landmark View, Neck Massage, Private Bathrooms, Paid Public Parking Nearby, Sofa Bed, Soundproof Rooms, Walk-in Shower, Wardrobe / Closet, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Its in one of the most popular locations in the city  so some noise is to be expected. Ask for a room away from the car park opposite., Ask at reception for recommended restaurants close by. 
Taxis can also be arranged -uber don't like coming down there for some reason! , Room 401 had a king sized bed and a large balcony to sit and eat at, Room was great but next time we'd ask for one that was not adjoining, This is in the heart of Athens.   It is an excellent location with shopping, restaurants and attractions steps away.  ","syntagma square, small hotel, boutique hotel, perfect location, quiet side street, the bed was extremely comfortable, breakfast room, walking distance, stay there again, double room, acropolis view, stayed for nights, plaka area, on foot, aphrodite, gramophone, toiletries, luggage, museum, greece, sites, metro, cafes, neighborhood, nan, nan, nan, nan, nan, nan","5 Patroou Plaka, Athens 105 57 Greece","In the heart of Athens, between the Acropolis and Monastiraki, a breath away from Constitution or Syntagma Square and Plaka, in a quiet alley of 100 meters, raises with its distinct color a small hotel. Sweet Home Hotel, combines beauty and endless luxury, care and relaxation with top quality services. An old building with many neoclassical elements, which was lovingly renovated by its current owners, given particular emphasis on decoration and turned into a boutique hotel. Sweet home ... a place that travels you.. Geraniums and cyclamens in balconies, marbles and tiles, a 100-year-old wooden staircase with handcrafted details, neoclassical plasterwork- all heritage of old Athens- are kept there to connect us with the old city and its past, along with a collection of old mirrors, gramophones, cameras and other antiques.",info@sweethomehotel.gr,Sweet Home Hotel,653,$$,$89 - $156,#4 of 199 B&Bs / Inns in Athens,199.0,4.5,4.670750141143799,https://media-cdn.tripadvisor.com/media/photo-o/03/75/24/9f/superior-double-room.jpg
741,https://www.tripadvisor.com/Hotel_Review-g189400-d23406773-Reviews-Philia_Boutique_Hotel-Athens_Attica.html,http://philiahotel.gr/,"Internet, Suites, Room service, Free Internet, Bar/Lounge, Kitchenette, Airport transportation, Wifi, Free Wifi, Breakfast included, Non-smoking rooms, Concierge, Air conditioning, Family Rooms, Microwave, Refrigerator in room, Non-smoking hotel, Safe, Flatscreen TV, Rooftop Terrace, Private Balcony, Breakfast Available, Housekeeping, Baggage Storage, Bathrobes, Blackout Curtains, Bridal Suite, Cable / Satellite TV, Car Hire, 24-Hour Check-in, Clothes Rack, Complimentary Tea, Desk, Doorperson, Electric Kettle, English, First Aid Kit, Complimentary Instant Cofffee, Complimentary Toiletries, French, Greek, Hair Dryer, Italian, Outdoor Furniture, Private Bathrooms, Paid Private Parking Nearby, Radio, Seating Area, Shared Lounge / TV Area, Sofa, Sofa Bed, Soundproof Rooms, Sun Deck, Sun Loungers / Beach Chairs, Sun Terrace, Taxi Service, Telephone, Wake Up Service / Alarm Clock, Walk-in Shower, Wardrobe / Closet, Wine / Champagne, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Walking distance to square and metro, They can arrange everything for you.  Recommend dining options, transportation and site seeing. Rooms are spacious,  clean and quiet! Especially liked having Uber., Two floor family suite was big and clean!, Very close to acropolis, The location of the hotel is very convenient and walkable to many tourist attractions.","great stay, beautiful hotel, enjoyed our stay, room was clean, within walking distance, great location, shower, metro, breakfast, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Agiou Dimitriou 16, Psyrri, Athens 10554 Greece","Our hotel is located in one of the most historic areas of Athens, in the square of Psirri. Ideally located around the most famous neighborhoods of the city (Plaka, Monastiraki, Thiseio, Koukaki) to discover in your tours. Also, our inner courtyard in combination with the enjoyment of a Greek wine exudes the air of old Athens. Our rooms are divided into categories to find the one that suits you.",info@philiahotel.gr,Philia Boutique Hotel,35,$$,$92 - $142,#10 of 471 Specialty lodging in Athens,471.0,5.0,3.795767545700073,https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/54/d8/b8/caption.jpg
742,https://www.tripadvisor.com/Hotel_Review-g189400-d276120-Reviews-Adonis_Hotel-Athens_Attica.html,http://www.hotel-adonis.gr/,"Internet, Free Internet, Bar/Lounge, Wifi, Free Wifi, Breakfast included, Non-smoking rooms, Concierge, Air conditioning, Multilingual Staff, Rooftop Bar, Flatscreen TV, Rooftop Terrace, Breakfast Buffet, Private Balcony, Baggage Storage, Bath / Shower, 24-Hour Check-in, English, 24-Hour Front Desk, Greek, Hair Dryer, Taxi Service, Telephone, Public Wifi, Non-smoking hotel, French, German, Wake Up Service / Alarm Clock, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","We love this hotel!
, Pay in cash for the room.  They give a 10% discount, Location is excellent, however, If you want a quiet room with adequate space and a hotel staff that cares, go someplace else., The rooms are small, but clean and comfortable., Limited space and tables at rooftop bar.","great location, syntagma square, rooftop terrace, fresh fruit, central location, stay there again, quiet street, clean rooms, boiled eggs, budget hotel, plaka area, within walking distance, small room, on foot, breakfast is served, main sights, an amazing view, major attractions, the heart of the city, acropolis view, visiting athens, metro station, sink, neighborhood, corridor, pedestrian, europe, sites, museum, nan","Kodrou & Vouls Streets Chrissostomou 3, Athens 105 58 Greece","Looking for a place to stay in Athens? Then look no further than Adonis Hotel, a quiet hotel that brings the best of Athens to your doorstep.
Free wifi is offered to guests, and rooms at Hotel Adonis Athens offer a flat screen TV, air conditioning, and a seating area.
During your stay, take advantage of some of the amenities offered, including a concierge and a rooftop terrace. Guests of Hotel Adonis are also welcome to enjoy free breakfast, located on site.
While staying at Adonis Hotel, visitors can check out Monastiraki (0.4 mi) and Temple of Hephaestus (0.5 mi), some of Athens' top attractions.
Athens has plenty of Mediterranean restaurants. So when you’re here, be sure to check out popular spots like Nolan, Funky Gourmet, and Feedel Urban Gastronomy, which are serving up some great dishes.
If you’re looking for things to do, you can check out Acropolis (0.3 mi), Acropolis Museum (0.4 mi), or Plaka (0.3 mi), which are popular attractions amongst tourists, and they are all within walking distance.
We’re sure you’ll enjoy your stay at Adonis Hotel as you experience everything Athens has to offer.
",info@hotel-adonis.gr,Adonis Hotel,677,$,$73 - $117,#95 of 396 hotels in Athens,396.0,3.5,3.9456634521484375,https://media-cdn.tripadvisor.com/media/photo-m/1280/17/fd/f1/38/adonis-hotel.jpg
743,https://www.tripadvisor.com/Hotel_Review-g189400-d12865158-Reviews-Be_My_Guest_Athens-Athens_Attica.html,http://www.bemyguestathens.gr,"Internet, Free Internet, Bar/Lounge, Wifi, Public Wifi, Free Wifi, Non-smoking rooms, Air conditioning, Multilingual Staff, Refrigerator in room, Minibar, Non-smoking hotel, Safe, Rooftop Bar, Rooftop Terrace, Housekeeping, Baggage Storage, Bottled Water, 24-Hour Check-in, Complimentary Tea, Laptop Safe, Suites, Pets Allowed, Airport transportation, Concierge, Flatscreen TV, Breakfast Buffet, Breakfast Available, Bath / Shower, Breakfast in the Room, Car Hire, Express Check-in / Check-out, Clothes Rack, Coffee / Tea Maker, Convenience Store, Dutch, English, Complimentary Instant Cofffee, Complimentary Toiletries, French, 24-Hour Front Desk, Greek, Hair Dryer, Italian, Massage, Outdoor Furniture, Patio, Private Bathrooms, Private Check-in / Check-out, Shared Lounge / TV Area, Snack Bar, Soundproof Rooms, Street Parking, Sun Terrace, Taxi Service, Walk-in Shower, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Be sure and check out the bakery across the street!, Book direct to get better price! Absolutely recomended!, We had room 301 which was close to the reception area and breakfast room on the 3rd floor. The hotel was quiet at night., Go the Acropolis early to avoid massive queue’s especially when cruise ships are in 
Lift available if required, Avoid any annex apartments","daily housekeeping, small hotel, walk from the nearest metro station, great bakery, great location, pedestrian street, within walking distance, breakfast was delicious, modern design, ancient sites, monastiraki square, night stay, restaurants and bars, roof terrace, perfect hotel, bed was comfortable, clean rooms, yogurt, thissio, supermarket, acropolis, greece, apartment, toiletries, greek, nan, nan, nan, nan, nan","Nileos 33, Athens 11851 Greece","Be My Guest Athens, is a new contemporary hotel which offers rooms and suites. Located in the heart of Athen's historic center, welcoming lovers of affordable luxury. Spacious rooms, cozy lobby area and huge roof garden Just a 5-minutes walk from the famous touristic street Apostolou Pavlou, Be my Guest Athens is an ideal lodging for either a short stay or a long weekend, both for leisure and business travelers alike. Featuring spacious rooms and suites Thissio, this quiet and safe local neighborhood offers easy access to the metro and to all famous spots of Athens such as the Acropolis Hill, the Acropolis Museum, Monastiraki, Psiri, Gazi.",info@bemyguestathens.gr,Be My Guest Athens,145,$,$66 - $101,#40 of 396 hotels in Athens,396.0,4.5,4.3563737869262695,https://media-cdn.tripadvisor.com/media/photo-m/1280/23/5b/cc/4e/lobby-area-skyline-of.jpg
744,https://www.tripadvisor.com/Hotel_Review-g189400-d657577-Reviews-Kimon_Hotel_Athens-Athens_Attica.html,http://www.kimonhotelathens.com,"Internet, Free Internet, Wifi, Free Wifi, Non-smoking rooms, Air conditioning, Multilingual Staff, Refrigerator in room, Non-smoking hotel, Safe, Flatscreen TV, Rooftop Terrace, Private Balcony, Housekeeping, Bath / Shower, English, 24-Hour Front Desk, Greek, Taxi Service, Telephone, Public Wifi, Baggage Storage, Express Check-in / Check-out, French, Hair Dryer, Spanish, Sun Terrace, Wake Up Service / Alarm Clock, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","KIMON does not offer 24 Hour Front Desk services. You will be given a Hotel Key for entrance. GREAT LOCATION., Those on 3rd floor should be offered help with luggage as the distance is at least 30 ft  vertically., 1st floor preferable, Ask for a room to the front with a balcony, as not all have one., Many dislike the cathedral bells.  If you suspect you might too you should ask for a room on the other side, for the bells peal frequently.","no lift, syntagma square, single room, bed was comfortable, top floor, quiet street, minute walk, short stay, central location, excellent location, acropolis, rooftop, receptionist, cafes, neighborhood, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Apollonos 27, Athens 10556 Greece","Kimon Athens Hotel is an excellent choice for travelers visiting Athens, offering a family-friendly environment alongside many helpful amenities designed to enhance your stay.
While staying at Kimon Athens Hotel, visitors can check out Monastiraki (0.3 mi) and Temple of Hephaestus (0.3 mi), some of Athens' top attractions.
The rooms offer a flat screen TV, air conditioning, and a refrigerator, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.
Kimon Athens Hotel features a 24 hour front desk, a rooftop terrace, and baggage storage.
While in Athens be sure to experience local oyster favorites at Cinque Wine & Deli Bar, BlueFish Athens, or Estiatorio Milos.
During your visit, be sure to check out popular attractions like Acropolis (0.3 mi), Acropolis Museum (0.4 mi), and Plaka (0.1 mi), which are all within walking distance of the hotel.
Enjoy your stay in Athens!
",info@kimonhotelathens.com,Kimon Hotel Athens,454,$,$51 - $74,#88 of 396 hotels in Athens,396.0,4.0,3.995089530944824,https://media-cdn.tripadvisor.com/media/photo-o/0e/88/65/64/kimon-athens-hotel.jpg
750,https://www.tripadvisor.com/Hotel_Review-g189400-d17325910-Reviews-Athens21-Athens_Attica.html,,"Internet, Free Internet, Wifi, Free Wifi, Safe, Facilities for Disabled Guests, Housekeeping, Bath / Shower, Coffee / Tea Maker, Complimentary Tea, 24-Hour Front Desk, Greek, Kids Activities, Suites, Room service, Non-smoking rooms, Air conditioning, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","There wasn’t an iron in our room, so bear in mind., Try to book Room 61 with the balcony, There are loads of places to eat within close proximity to the hotel. Really good food with excellent prices. Take the roads less traveled., Very close to Monastiraki Square and metro station. 

If on the metro from Athens airport to Monastiraki station watch out for pickpockets!, We booked an Uber from and to airport €40 each way and 35 minutes.","monastiraki square, boutique hotel, roof terrace, great hotel, stayed here, supermarket, sites, floor, metro, breakfast, acropolis, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Athinas 21, Athens 10554 Greece","Athens 21 is centrally located right next to Monastiraki Square making it perfect for leisure as for business travellers. Recently restored from top to bottom, Athens 21 has 19 comfortable & well equipped rooms situated on 6 floors. . Our well designed rooms & suites are ideal for couples, but also for families and friends. Relax and enjoy your experience with us!",,Athens21,66,$,$80 - $107,#109 of 396 hotels in Athens,396.0,4.5,3.814207077026367,https://media-cdn.tripadvisor.com/media/photo-m/1280/18/b5/bb/43/deluxe-double-room-with.jpg
752,https://www.tripadvisor.com/Hotel_Review-g189400-d7648490-Reviews-Emporikon_Athens_Hotel-Athens_Attica.html,http://emporikonathenshotel.com/,"Internet, Free Internet, Wifi, Free Wifi, Suites, Public Wifi, Non-smoking rooms, Concierge, Air conditioning, Multilingual Staff, Minibar, Non-smoking hotel, Safe, Flatscreen TV, Housekeeping, Baggage Storage, Express Check-in / Check-out, Complimentary Tea, English, Complimentary Instant Cofffee, Greek, Taxi Service, Dry Cleaning, Laundry Service, Private Balcony, Breakfast Available, Aerobics Off-site, Allergy-free Room, Breakfast in the Room, Bridal Suite, Car Hire, 24-Hour Front Desk, Iron, Ironing Service, Italian, Private Check-in / Check-out, Salon, Shoeshine, Soundproof Rooms, Tennis Court Off-site, VIP Room Facilities, Walking Tours, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","❗️It is impossible to find parking space in Athens. Go for public transport.
❗️Careful everywhere at night. Pickpockets and/or harassers., We used WhatsApp weeks before we got there to ask any questions.   They can also arrange airport transfers, Very noisy until 2 or 3am - loud music. If you are not bothered by noise it is a nice hotel with friendly staff. , Use common sense concerning pickpockets.  Do NOT accept any ""free"" gifts, they WILL ask for money.  We felt save, even at night. , Elevator very helpful as I have a bum knee :(","great location, shower and toilet, charming hotel, a wonderful stay, the hotel staff, room was spacious, minute walk, syntagma square, lia, balcony, street, acropolis, view, cafes, greece, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","27, Aiolou Street Plaka, Athens 10551 Greece","Located in the centre of Athens City, the neoclassical Emporikon Athens Hotel, in Agia Irini Square, is a 19th century building. It features air-conditioned accommodation with Acropolis or Lycabettus Hill views.Syntagma and Monastiraki Metro Station is approximately 300 metres away. Fitted with a flat-screen TV, all rooms and suites of Emporikon Athens come with a minibar.",info@emporikonathenshotel.com,Emporikon Athens Hotel,309,$$,$107 - $151,#47 of 396 hotels in Athens,396.0,4.5,4.270773410797119,https://media-cdn.tripadvisor.com/media/photo-o/07/64/ab/de/emporikon-athens-hotel.jpg
